audio,sentence
/home/g7/Desktop/LibriSpeech/train-clean-100/3807/4955/3807-4955-0029.mp3,A REMARKABLE LIME KILN WOULD HAVE BEEN MORE TO THE PURPOSE BLUNT CALLED UP HIS MATE WILLIAM STAPLES A FELLOW WHOM SARAH PURFOY'S GOLD HAD BOUGHT BODY AND SOUL WILLIAM STAPLES LOOKED AT THE WAXING AND WANING GLOW FOR A WHILE
/home/g7/Desktop/LibriSpeech/train-clean-100/7278/91083/7278-91083-0037.mp3,HE GIVES FREE EXCURSIONS TO POOR CHILDREN A DINNER ANNUALLY TO THE NEWSBOYS AND AIDS HUNDREDS WHO ARE IN NEED OF AN EDUCATION HE HAS PLACED A STAINED GLASS WINDOW IN WESTMINSTER ABBEY IN COMMEMORATION OF GEORGE HERBERT AND WILLIAM
/home/g7/Desktop/LibriSpeech/train-clean-100/7447/91186/7447-91186-0014.mp3,THE CLAVIER GAVE PROMISE OF ITS DESTINED CAREER IN THE ELIZABETHAN AGE SHAKESPEARE IMMORTALIZED IT AND WILLIAM BYRD
/home/g7/Desktop/LibriSpeech/train-clean-100/8838/298546/8838-298546-0017.mp3,WHO FOUGHT AT TEN STONE TWO AT THE TIME HAD THE BETTER OF FIFTEEN RATTLING ROUNDS AND GAINED AN AWARD ON POINTS AGAINST THE MIDLANDER HAVING DISPOSED OF JAMES DUNN OF ROTHERHITHE CAMERON OF GLASGOW AND A YOUTH NAMED FERNIE
/home/g7/Desktop/LibriSpeech/train-clean-100/8838/298546/8838-298546-0018.mp3,IT WAS OWING TO THIS THAT HE WAS DEFEATED IN SEVEN ROUNDS BY WILLOX THE MAN WHOM HE HAD PREVIOUSLY BEATEN AND AFTERWARDS BY JAMES SHAW OF LONDON THOUGH THE LATTER ACKNOWLEDGED THAT HE HAD FOUND THE TOUGHEST CUSTOMER OF HIS CAREER UNDISMAYED BY HIS REVERSES
/home/g7/Desktop/LibriSpeech/train-clean-100/254/145458/254-145458-0004.mp3,MYSELF BUT LATELY DOWN FROM SAINT JAMES I WAS NOT TOO PROUD TO TAKE SOME SLIGHT BUT PITYING INTEREST IN MEN OF OTHER COLLEGES THE UNUSUAL NAME OF A FRESHMAN UP AT WESTMINSTER ATTRACTED MY ATTENTION
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0011.mp3,THE ORDER OF THE DAY WAS LITERALLY AS FAR AS COLORED MEN WERE CONCERNED NO RIGHTS WHICH WHITE MEN WERE BOUND TO RESPECT CHASKEY BROWN WM HENRY WASHINGTON JAMES ALFRED FRISLEY
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0013.mp3,HIS MASTER WAS KNOWN BY THE NAME OF MAJOR JAMES H GALES AND HE WAS THE OWNER OF A FARM WITH EIGHTEEN MEN WOMEN AND CHILDREN SLAVES TO TOIL FOR HIM
/home/g7/Desktop/LibriSpeech/train-clean-100/26/495/26-495-0016.mp3,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN
/home/g7/Desktop/LibriSpeech/train-clean-100/5867/48852/5867-48852-0038.mp3,OF COURSE NOTHING IS SETTLED IT WAS SUCH FUN SAID LILY JAMES WHO TOOK AT ANY RATE A YEAR OR TWO TO MAKE HIS PROPOSAL WANTED TO BE MARRIED THE NEXT DAY AFTERWARDS NO LILY NOT QUITE THAT WELL MAMMA IT WAS VERY NEARLY THAT
/home/g7/Desktop/LibriSpeech/train-clean-100/27/123349/27-123349-0031.mp3,JAMES HAD LATELY HELD LANGUAGE WHICH ENCOURAGED THE HOPE THAT HE WOULD NOT PATIENTLY SUBMIT TO THE ASCENDANCY OF FRANCE IT SEEMED PROBABLE THAT HE WOULD CONSENT TO FORM A CLOSE ALLIANCE WITH THE UNITED PROVINCES AND THE HOUSE OF AUSTRIA
/home/g7/Desktop/LibriSpeech/train-clean-100/27/123349/27-123349-0041.mp3,AND SEEMS TO HAVE BEEN ENTIRELY ANIMATED BY THEIR SPIRIT ALL THE ENDEAVOURS OF THE FEDERAL GOVERNMENT TO EFFECT WHAT JAMES DESIRED WERE FRUSTRATED BY THE EVASIONS OF THE FUNCTIONARIES OF AMSTERDAM AND BY THE BLUNDERS OF COLONEL BEVIL SKELTON
/home/g7/Desktop/LibriSpeech/train-clean-100/27/123349/27-123349-0056.mp3,HERE THE EARL PUBLISHED A MANIFESTO DRAWN UP IN HOLLAND UNDER THE DIRECTION OF THE COMMITTEE BY JAMES STEWART A SCOTCH ADVOCATE WHOSE PEN WAS A FEW MONTHS LATER EMPLOYED IN A VERY DIFFERENT WAY
/home/g7/Desktop/LibriSpeech/train-clean-100/412/126975/412-126975-0036.mp3,OR PASHAS IN EGYPT WITH HIM WAS HIS BROTHER IN LAW LATELY COME FROM CANADA A BIG AND RATHER BOISTEROUS YOUNG GENTLEMAN FARMER WITH A YELLOW BEARD BY NAME JAMES BLOUNT
/home/g7/Desktop/LibriSpeech/train-clean-100/412/126975/412-126975-0089.mp3,SHE HAD WORN AT A FANCY DRESS PARTY AS THE QUEEN OF DIAMONDS INDEED HER UNCLE JAMES BLOUNT WAS GETTING ALMOST OUT OF HAND IN HIS EXCITEMENT HE WAS LIKE A SCHOOLBOY
/home/g7/Desktop/LibriSpeech/train-clean-100/40/222/40-222-0022.mp3,AND ESPECIALLY WAS SHE ANXIOUS TO BE ASSURED OF ISABELLA'S HAVING MATCHED SOME FINE NETTING COTTON ON WHICH SHE HAD LEFT HER INTENT AND OF HER CONTINUING ON THE BEST TERMS WITH JAMES
/home/g7/Desktop/LibriSpeech/train-clean-100/40/222/40-222-0023.mp3,HER ONLY DEPENDENCE FOR INFORMATION OF ANY KIND WAS ON ISABELLA JAMES HAD PROTESTED AGAINST WRITING TO HER TILL HIS RETURN TO OXFORD AND MISSUS ALLEN HAD GIVEN HER NO HOPES OF A LETTER TILL SHE HAD GOT BACK TO FULLERTON
/home/g7/Desktop/LibriSpeech/train-clean-100/40/222/40-222-0024.mp3,SHE THANKED HIM AS HEARTILY AS IF HE HAD WRITTEN IT HIMSELF TIS ONLY FROM JAMES HOWEVER AS SHE LOOKED AT THE DIRECTION SHE OPENED IT IT WAS FROM OXFORD AND TO THIS PURPOSE DEAR CATHERINE
/home/g7/Desktop/LibriSpeech/train-clean-100/40/222/40-222-0044.mp3,IT CONTAINED SOMETHING WORSE THAN ANYBODY COULD SUPPOSE POOR JAMES IS SO UNHAPPY YOU WILL SOON KNOW WHY TO HAVE SO KIND HEARTED SO AFFECTIONATE A SISTER REPLIED HENRY WARMLY MUST BE A COMFORT TO HIM UNDER ANY DISTRESS
/home/g7/Desktop/LibriSpeech/train-clean-100/40/222/40-222-0052.mp3,JAMES ONLY MEANS TO GIVE ME GOOD ADVICE HE GLADLY RECEIVED THE LETTER AND HAVING READ IT THROUGH WITH CLOSE ATTENTION RETURNED IT SAYING WELL IF IT IS TO BE SO I CAN ONLY SAY THAT I AM SORRY FOR IT
/home/g7/Desktop/LibriSpeech/train-clean-100/40/222/40-222-0063.mp3,I NEVER WAS SO DECEIVED IN ANYONE'S CHARACTER IN MY LIFE BEFORE AMONG ALL THE GREAT VARIETY THAT YOU HAVE KNOWN AND STUDIED MY OWN DISAPPOINTMENT AND LOSS IN HER IS VERY GREAT BUT AS FOR POOR JAMES
/home/g7/Desktop/LibriSpeech/train-clean-100/6209/34601/6209-34601-0031.mp3,I HAVE SEEN KING JAMES SUPPING IN PROPRIA PERSONA IN THE BANQUETING HOUSE WHERE ARE TO BE ADMIRED THE PAINTINGS OF THE FAMOUS RUBENS HIS MAJESTY TOUCHED NOTHING THIS BEGGAR HERE BROWSES
/home/g7/Desktop/LibriSpeech/train-clean-100/19/227/19-227-0063.mp3,IN WHAT POINTS HIS OWN CONJECTURES MIGHT ASSIST HIM AND WHAT PORTION MUST YET REMAIN TO BE TOLD IN A LETTER FROM JAMES
/home/g7/Desktop/LibriSpeech/train-clean-100/8629/261140/8629-261140-0022.mp3,JAMES ZABEL MUCH LESS THAT IT BORE HIS INITIALS ON THE HANDLE HE PAUSED AND THE AWE OCCASIONED BY THE SCENE HE HAD DESCRIBED WAS SO DEEP AND THE SILENCE SO PROLONGED THAT A SHUDDER PASSED OVER THE WHOLE ASSEMBLAGE
/home/g7/Desktop/LibriSpeech/train-clean-100/8629/261140/8629-261140-0025.mp3,AND OF HOW ONE OF THEM JAMES BY NAME CAME TO BE INVOLVED IN THIS AFFAIR WHEN I LEFT MY DEAD MOTHER'S SIDE I WAS IN SUCH A STATE OF MIND THAT I PASSED WITH SCARCELY SO MUCH AS A GLANCE THE ROOM WHERE MY NEW FOUND FATHER SAT SLEEPING
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0007.mp3,BUT JAMES LIKED THE STORIES HE FOUND THERE AND WHEN HE WAS ONLY NINE COULD SAY ALMOST HALF THE BIBLE BY HEART JAMES WAS THE OLDEST IN THE FAMILY HE WAS BORN IN LOWELL AND WAS SUCH A CUNNING BABY THAT EVERYBODY WANTED HIS PICTURE
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0014.mp3,STILL THEIR PARENTS DID NOT LET THEM FORGET THEY WERE LITTLE AMERICANS THE CLIMATE DID NOT AGREE WITH JAMES AND EVERY TIME HE CAUGHT COLD HE HAD TOUCHES OF RHEUMATISM SO THAT OFTEN HE HAD TO STAY IN THE HOUSE AND HAVE HIS FEET PUT IN HOT WATER
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0019.mp3,JAMES WAS VERY CAREFUL OF HIS MOTHER TOO ONE EVENING SHE HAD TAKEN THE BOYS IN A CARRIAGE TO SEE A BIG ILLUMINATION BANDS WERE PLAYING AND ROCKETS FLYING
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0020.mp3,THE HORSES NEXT THEIR CARRIAGE WERE FRIGHTENED AND REARED AND PLUNGED AS IF THEY WOULD HIT THE WHISTLER PARTY JAMES SHOVED HIS MOTHER DOWN ON THE SEAT BEHIND HIM AND STANDING IN FRONT OF HER BEAT THE HORSES BACK FROM THEM
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0021.mp3,HE ALWAYS WAS AS POLITE TO HER AS IF SHE WERE THE EMPEROR'S WIFE THE MAJOR WORKED TOO HARD ON THE GREAT RAILWAY AND DIED BEFORE JAMES WAS FIFTEEN
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0023.mp3,SHE DID NOT HAVE MUCH MONEY TO SPEND BUT THOUGHT JAMES SHOULD GO TO WEST POINT TO GET THE MILITARY TRAINING HIS FATHER HAD HAD AT THIS ACADEMY HE FOUND HE DID NOT LIKE TO DRAW MAPS AND FORTS NEARLY AS WELL AS HE DID HUMAN FIGURES AND FACES
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0025.mp3,JAMES WAS A TALL HANDSOME YOUNG FELLOW AT THIS TIME AND LIKED TO GO ABOUT TO DANCING PARTIES IN THE EVENING HE EARNED VERY LITTLE MAKING MAPS AND COULD NOT AFFORD TO BUY THE REAL NARROW TAILED COAT WHICH WAS PROPER
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0027.mp3,AND THE MAP DRAWING HAD GROWN SO TIRESOME THAT JAMES HAD GIVEN UP WEST POINT AND SETTLED DOWN TO PAINTING AND ETCHING IN PARIS HE HAD DECIDED THAT THERE WAS NOTHING IN THE WORLD WHICH SUITED HIM BUT THE LIFE OF AN ARTIST
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0031.mp3,IT WAS FORTUNATE THAT JAMES COULD GO A LONG TIME WITHOUT FOOD FOR IT TOOK NEARLY ALL HE COULD EARN FROM HIS PICTURES TO BUY PAINT AND CANVAS FOR OTHERS I DARE SAY THAT QUITE OFTEN WHEN IT WAS SAID
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0032.mp3,JAMES MC NEILL WHISTLER IS GROWING RUDE AND CROSS THE REAL TRUTH OF THE MATTER WAS THAT JAMES MC NEILL WHISTLER WAS HUNGRY AND WORRIED
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0035.mp3,WELL IT DID NOT LOOK FOR A WHILE AS IF THERE WAS ANY MORE GOOD LUCK IN THE WORLD FOR JAMES WHISTLER HE DID NOT LOSE ANY TIME IN GETTING A LAWYER TO SUE MISTER RUSKIN FOR SPOILING THE SALE OF HIS PICTURES
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0040.mp3,TWO FAMOUS ONES OF WHICH WE OFTEN SEE PRINTS ARE PORTRAIT OF MY MOTHER AND THE SCOTCH WRITER CARLYLE JAMES WHISTLER'S MOTHER LIVED TO BE AN OLD WOMAN AS ONE CAN GUESS FROM THE PICTURE
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0044.mp3,JAMES WHISTLER WAS ALWAYS KIND TO YOUNG ARTISTS AND LIKED TO HAVE THEM SIT BY HIM WHILE HE WORKED THEY WERE VERY PROUD TO BE NOTICED BY HIM FOR LONG BEFORE HE DIED HE HAD RECEIVED ALL KINDS OF HONORS AND MEDALS FROM FOREIGN ACADEMIES
/home/g7/Desktop/LibriSpeech/train-clean-100/5778/54535/5778-54535-0048.mp3,HE TRAVELED A GREAT DEAL PAINTING VIEWS IN MANY COUNTRIES AND STUDYING THE PICTURES OF OTHER ARTISTS BUT HOGARTH WAS HIS FAVORITE AND IT IS INTERESTING TO KNOW THAT JAMES MC NEILL WHISTLER LIES BURIED VERY NEAR HOGARTH IN LONDON
/home/g7/Desktop/LibriSpeech/train-clean-100/1246/124550/1246-124550-0032.mp3,SITTING ABOUT THE GROCERY TALKING OF JAMES G BLAINE A SOUTHERN TOWN FULL OF THE MAGNOLIAS AND WHITE COLUMNS WHICH CAROL HAD ACCEPTED AS PROOF OF ROMANCE BUT HATING THE NEGROES OBSEQUIOUS TO THE OLD FAMILIES
/home/g7/Desktop/LibriSpeech/train-clean-100/1246/124548/1246-124548-0019.mp3,BUT ALSO THE PERFECT SITE FOR FACTORIES SUMMER COTTAGES AND STATE INSTITUTIONS IN CHARGE OF THE CAMPAIGN WAS MISTER JAMES BLAUSSER WHO HAD RECENTLY COME TO TOWN TO SPECULATE IN LAND MISTER BLAUSSER WAS KNOWN AS A HUSTLER
/home/g7/Desktop/LibriSpeech/train-clean-100/1246/124548/1246-124548-0027.mp3,DRENCHED CIGAR ASHES GRADUALLY FILLING THE SAUCERS OF COFFEE CUPS AND ORATORICAL REFERENCES TO PEP PUNCH GO VIGOR ENTERPRISE RED BLOOD HE MEN FAIR WOMEN GOD'S COUNTRY JAMES J HILL
/home/g7/Desktop/LibriSpeech/train-clean-100/1246/124548/1246-124548-0040.mp3,THEY WERE COMPOSED OF ORNAMENTED POSTS WITH CLUSTERS OF HIGH POWERED ELECTRIC LIGHTS ALONG TWO OR THREE BLOCKS ON MAIN STREET THE DAUNTLESS CONFESSED WHITE WAY IS INSTALLED TOWN LIT UP LIKE BROADWAY SPEECH BY HON JAMES BLAUSSER
/home/g7/Desktop/LibriSpeech/train-clean-100/2182/150130/2182-150130-0004.mp3,BUT BESIDES THEM WAS LORD GEORGE BEAUMONT HIS EARL'S BROTHER AND HIM MYLES SOON CAME TO KNOW BETTER THAN ANY OF THE CHIEF PEOPLE OF THE CASTLE EXCEPTING SIR JAMES LEE FOR SINCE MYLES'S GREAT BATTLE IN THE ARMORY LORD GEORGE
/home/g7/Desktop/LibriSpeech/train-clean-100/403/216/403-216-0003.mp3,BUT IT WAS A DEGREE OF WILFUL THOUGHTLESSNESS WHICH CATHERINE COULD NOT BUT RESENT JAMES WAS THE SUFFERER SHE SAW HIM GRAVE AND UNEASY AND HOWEVER CARELESS OF HIS PRESENT COMFORT
/home/g7/Desktop/LibriSpeech/train-clean-100/403/216/403-216-0013.mp3,NOT THAT JAMES HAS EVER TOLD ME SO BUT I AM SURE HE IS VERY UNCOMFORTABLE AND ARE YOU SURE IT IS MY BROTHER'S DOING YES VERY SURE IS IT MY BROTHER'S ATTENTIONS TO MISS THORPE
/home/g7/Desktop/LibriSpeech/train-clean-100/5456/62043/5456-62043-0031.mp3,THE PILOT WITH WHOM HE HAD BEEN ON VERY BAD TERMS DURING THE PROGRESS OF THE GAME AND SAID IN AN UNDERTONE FORTY APIECE FOR YOU AND I AND JAMES THE OTHER PILOT IS NOT BAD FOR ONE NIGHT I HAD RISEN AND WENT OUT WITH THE CAPTAIN TO ENJOY A VIEW OF THE BLUFFS
/home/g7/Desktop/LibriSpeech/train-clean-100/8095/274345/8095-274345-0014.mp3,HIS INFLUENCE OVER THE MODESTY OF CHARLES EXCEEDED EVEN THAT WHICH HE HAD ACQUIRED OVER THE WEAKNESS OF JAMES NOR WAS ANY PUBLIC MEASURE CONDUCTED BUT BY HIS COUNSEL AND DIRECTION
/home/g7/Desktop/LibriSpeech/train-clean-100/8095/274345/8095-274345-0018.mp3,THE LAST PARLIAMENT OF JAMES AMIDST ALL THEIR JOY AND FESTIVITY HAD GIVEN HIM A SUPPLY VERY DISPROPORTIONED TO HIS DEMAND AND TO THE OCCASION AND AS EVERY HOUSE OF COMMONS WHICH WAS ELECTED DURING FORTY YEARS
/home/g7/Desktop/LibriSpeech/train-clean-100/8095/274345/8095-274345-0024.mp3,IN ORDER TO FORTIFY HIMSELF AGAINST THE RESENTMENT OF JAMES BUCKINGHAM HAD AFFECTED POPULARITY AND ENTERED INTO THE CABALS OF THE PURITANS BUT BEING SECURE OF THE CONFIDENCE OF CHARLES HE HAD SINCE ABANDONED THIS PARTY
/home/g7/Desktop/LibriSpeech/train-clean-100/8095/274346/8095-274346-0051.mp3,THIS ARTICLE TOGETHER WITH THE NEW IMPOSITIONS LAID ON MERCHANDISE BY JAMES CONSTITUTED NEAR HALF OF THE CROWN REVENUES AND BY DEPRIVING THE KING OF THESE RESOURCES THEY WOULD HAVE REDUCED HIM TO TOTAL SUBJECTION AND DEPENDENCE
/home/g7/Desktop/LibriSpeech/train-clean-100/3664/178366/3664-178366-0011.mp3,WHERE JAMES GORDON BENNETT LEONARD W JEROME AND OTHERS WERE TO GIVE ME AN INFORMAL RECEPTION AND WHERE I WAS TO MAKE MY HEADQUARTERS DURING MY VISIT IN THE GREAT METROPOLIS I HAD AN ELEGANT DINNER AT THE CLUB ROOMS WITH THE GENTLEMEN WHO HAD BEEN OUT ON THE SEPTEMBER HUNT AND OTHER MEMBERS OF THE CLUB
/home/g7/Desktop/LibriSpeech/train-clean-100/3664/178366/3664-178366-0015.mp3,I FOUND I HAD ACCEPTED INVITATIONS TO DINE AT HALF A DOZEN OR MORE HOUSES ON THE SAME DAY AND AT THE SAME HOUR JAMES GORDON BENNETT HAD PREPARED A DINNER FOR ME AT WHICH QUITE A LARGE NUMBER OF HIS FRIENDS WERE TO BE PRESENT
/home/g7/Desktop/LibriSpeech/train-clean-100/7178/34645/7178-34645-0016.mp3,JAMES THE SECOND A MAN COMMITS A BAD ACTION AND PLACES HIS MARK UPON IT TO FILL UP THE MEASURE OF CRIME BY EFFRONTERY TO DENOUNCE HIMSELF TO CLING TO HIS MISDEEDS IS THE INSOLENT BRAVADO OF THE CRIMINAL
/home/g7/Desktop/LibriSpeech/train-clean-100/7178/34645/7178-34645-0019.mp3,HE HAD WE KNOW A GAY AND OPEN COUNTENANCE DIFFERING SO FAR FROM PHILIP PHILIP WAS SULLEN JAMES JOVIAL BOTH WERE EQUALLY FEROCIOUS
/home/g7/Desktop/LibriSpeech/train-clean-100/7178/34644/7178-34644-0008.mp3,THAT CHILD WAS SOLD AT THE AGE OF TWO YEARS BY ORDER OF HIS MOST GRACIOUS MAJESTY KING JAMES THE SECOND THAT CHILD IS LORD FERMAIN CLANCHARLIE
/home/g7/Desktop/LibriSpeech/train-clean-100/7178/34644/7178-34644-0032.mp3,ADDED THE SHERIFF IS A LEGAL DOCUMENT BEARING THE MARK OF KING JAMES THE SECOND ON THE MARGIN OF THE DECLARATION AND IN THE SAME HANDWRITING THERE IS THIS NOTE
/home/g7/Desktop/LibriSpeech/train-clean-100/2159/179156/2159-179156-0002.mp3,ONE OF THE MOST INTERESTING ACCOUNTS EVER GIVEN IS THAT OF DOCTOR JAMES R COCKE A HYPNOTIST HIMSELF WHO SUBMITTED TO BEING OPERATED UPON BY A PROFESSIONAL MAGNETIZER
/home/g7/Desktop/LibriSpeech/train-clean-100/7278/91083/7278-91083-0025.mp3,JAMES RUSSELL LOWELL'S JUNE IDYL BEGUN IN EIGHTEEN FIFTY AND FINISHED EIGHTEEN YEARS AFTERWARD THE MANUSCRIPT OF JAMES FENIMORE COOPER'S LIFE OF CAPTAIN RICHARD SOMERS AND EDGAR ALLAN POE'S
/home/g7/Desktop/LibriSpeech/train-clean-100/39/121916/39-121916-0004.mp3,AND MISSUS GODDARD THREE LADIES ALMOST ALWAYS AT THE SERVICE OF AN INVITATION FROM HARTFIELD AND WHO WERE FETCHED AND CARRIED HOME SO OFTEN THAT MISTER WOODHOUSE THOUGHT IT NO HARDSHIP FOR EITHER JAMES OR THE HORSES
/home/g7/Desktop/LibriSpeech/train-clean-100/39/121914/39-121914-0026.mp3,THAT WAS YOUR DOING PAPA YOU GOT HANNAH THAT GOOD PLACE NOBODY THOUGHT OF HANNAH TILL YOU MENTIONED HER JAMES IS SO OBLIGED TO YOU I AM VERY GLAD I DID THINK OF HER
/home/g7/Desktop/LibriSpeech/train-clean-100/2391/145015/2391-145015-0031.mp3,JANE COOPER WAS MARRIED FROM HER UNCLE'S HOUSE AT STEVENTON TO CAPTAIN AFTERWARDS SIR THOMAS WILLIAMS UNDER WHOM CHARLES AUSTEN SERVED IN SEVERAL SHIPS SHE WAS A DEAR FRIEND OF HER NAMESAKE
/home/g7/Desktop/LibriSpeech/train-clean-100/2391/145015/2391-145015-0082.mp3,IT WAS EXECUTED BY ONE LADY AND GENTLEMAN AMIDST THE ADMIRATION OR THE CRITICISM OF SURROUNDING SPECTATORS IN ITS EARLIER AND MOST PALMY DAYS AS WHEN SIR CHARLES AND LADY GRANDISON DELIGHTED THE COMPANY BY DANCING IT AT THEIR OWN WEDDING
/home/g7/Desktop/LibriSpeech/train-clean-100/5192/19397/5192-19397-0052.mp3,SON OF CHARLES THE FOURTH A CERTAIN PRIEST WHOSE NAME WAS SCHWARTZ
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0005.mp3,CHARLES AND HIS WIFE WERE FORTUNATE IN MANAGING TO FLEE TOGETHER THEIR ATTACHMENT TO EACH OTHER WAS EVIDENTLY TRUE THEY WERE BOTH OWNED BY A FARMER WHO WENT BY THE NAME OF DAVID STEWART AND RESIDED IN MARYLAND
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0009.mp3,CHARLES WAS TWENTY EIGHT WITH A GOOD HEAD AND STRIKING FACE AS WELL AS OTHERWISE WELL MADE CHESTNUT COLOR AND INTELLIGENT THOUGH UNABLE TO READ LEFT TWO SISTERS IN BONDAGE
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0010.mp3,THE ATMOSPHERE THROUGHOUT THE NEIGHBORHOOD WHERE CHARLES AND MARGARET HAD LIVED AND BREATHED AND HAD THEIR EXISTENCE WAS HEAVILY OPPRESSED WITH SLAVERY NO EDUCATION FOR THE FREEMAN OF COLOR MUCH LESS FOR THE SLAVE
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0012.mp3,AND CHARLES HENRY SALTER CHASKEY IS ABOUT TWENTY FOUR YEARS OF AGE QUITE BLACK MEDIUM SIZE SOUND BODY AND INTELLIGENT APPEARANCE NEVERTHELESS HE RESEMBLED A FARM HAND IN EVERY PARTICULAR
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0017.mp3,CHARLES HENRY IS ABOUT THIRTY YEARS OF AGE OF GOOD PROPORTION NICE LOOKING AND INTELLIGENT BUT TO ROUGH USAGE HE WAS NO STRANGER TO SELECT HIS OWN MASTER WAS A PRIVILEGE NOT ALLOWED
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0020.mp3,AND THEY WERE SENT ON THEIR WAY REJOICING TO CANADA STEPHEN TAYLOR CHARLES BROWN CHARLES HENRY HOLLIS AND LUTHER DORSEY STEPHEN WAS A FINE YOUNG MAN OF TWENTY YEARS OF AGE HE FLED TO KEEP FROM BEING SOLD
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0025.mp3,STEPHEN'S PARENTS WERE DEAD ONE BROTHER WAS THE ONLY NEAR RELATIVE HE LEFT IN CHAINS CHARLES BROWN WAS ABOUT TWENTY FIVE YEARS OF AGE QUITE BLACK AND BORE THE MARKS OF HAVING BEEN USED HARD
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0028.mp3,HIS MASTER HE DESCRIBES THUS HIS FACE WAS LONG CHEEK BONES HIGH MIDDLING TALL AND ABOUT TWENTY SIX YEARS OF AGE WITH THIS SPECIMEN OF HUMANITY CHARLES WAS VERY MUCH DISSATISFIED
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0029.mp3,AND IN MAKING AN EFFORT TO REACH CANADA HE WAS QUITE WILLING TO SUFFER MANY THINGS SO THE FIRST CHANCE CHARLES GOT HE STARTED AND PROVIDENCE SMILED UPON HIS RESOLUTION
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0030.mp3,TRUE THE THOUGHT OF HIS MOTHER AND BROTHERS LEFT IN THE PRISON HOUSE LARGELY MARRED HIS JOY AS IT DID ALSO THE COMMITTEE'S STILL THE COMMITTEE FELT THAT CHARLES HAD GAINED HIS FREEDOM HONORABLY
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0032.mp3,AND THIS WAS WHAT MADE CHARLES UNHAPPY UNEDUCATED AS HE WAS HE WAS TOO SENSIBLE TO BELIEVE THAT WEBSTER HAD ANY GOD GIVEN RIGHT TO HIS MANHOOD CONSEQUENTLY HE LEFT BECAUSE HIS MASTER DID NOT TREAT HIM RIGHT
/home/g7/Desktop/LibriSpeech/train-clean-100/8051/118101/8051-118101-0034.mp3,CHARLES WAS SORRY FOR THE FATE OF HIS SISTERS BUT HE COULD NOT HELP THEM IF HE REMAINED STAYING TO WEAR THE YOKE HE FELT WOULD RATHER MAKE IT WORSE INSTEAD OF BETTER FOR ALL CONCERNED
/home/g7/Desktop/LibriSpeech/train-clean-100/4813/248638/4813-248638-0027.mp3,FAR MORE INTERESTED IN THE VALUE OF THE STONE THAT UNDERLAY THE WOODED SLOPES THAN IN RUSKIN'S THEORY OF ITS PURIFYING EFFECT UPON THE INHABITANTS HAD ALREADY OBTAINED A FOOTING HERE WHEN UNDER THE ABLE LEADERSHIP OF CHARLES FRANCIS ADAMS
/home/g7/Desktop/LibriSpeech/train-clean-100/27/123349/27-123349-0026.mp3,WHO HAD LONG RESIDED IN ENGLAND AS AMBASSADOR FROM THE UNITED PROVINCES AND EVERARD VAN DYKVELT WHO AFTER THE DEATH OF CHARLES HAD BEEN SENT BY THE STATE GENERAL ON A SPECIAL MISSION OF CONDOLENCE AND CONGRATULATION
