input,target
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/289-121652-0038_289_Ariella_0.wav,L ARIELLA BAUM CHICAGO ILLINOIS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/289-121652-0038_289_Aylen_0.wav,L AYLEN BAUM CHICAGO ILLINOIS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0002_2436_Amalaric_1.wav,HE WAS DASHING FOR THE LOUNGE ARCHWAY DOCTOR AMALARIC AND I FOLLOWED I REALIZED THAT WE PASSED THE DECK DOOR AND WINDOW OF A TWENTY TWO BUT THEY WERE DARK AND EVIDENTLY SEALED ON THE INSIDE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0002_2436_Dafne_0.wav,HE WAS DASHING FOR THE LOUNGE ARCHWAY DOCTOR DAFNE AND I FOLLOWED I REALIZED THAT WE PASSED THE DECK DOOR AND WINDOW OF A TWENTY TWO BUT THEY WERE DARK AND EVIDENTLY SEALED ON THE INSIDE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0003_2436_Paloma_8.wav,PASSENGERS STANDING AT THEIR CABIN DOORS I SHOUTED GO BACK TO YOUR ROOMS WE WANT ORDER HERE KEEP BACK WE CAME TO THE TWIN DOORS OF A TWENTY TWO AND A TWENTY BOTH WERE CLOSED DOCTOR PALOMA WAS IN ADVANCE OF SNAP AND ME NOW
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0003_2436_Belgin_1.wav,PASSENGERS STANDING AT THEIR CABIN DOORS I SHOUTED GO BACK TO YOUR ROOMS WE WANT ORDER HERE KEEP BACK WE CAME TO THE TWIN DOORS OF A TWENTY TWO AND A TWENTY BOTH WERE CLOSED DOCTOR BELGIN WAS IN ADVANCE OF SNAP AND ME NOW
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0005_2436_Robin_1.wav,DOCTOR ROBIN WENT BACK INTO THE ROOM AND BANGED THE CABIN DOOR UPON SNAP AND ME I WAS UNARMED WEAPON IN HAND SNAP FORCED THE PANIC STRICKEN PASSENGERS BACK TO THEIR ROOMS SNAP REASSURED THEM GLIBLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0005_2436_Ludo_3.wav,DOCTOR LUDO WENT BACK INTO THE ROOM AND BANGED THE CABIN DOOR UPON SNAP AND ME I WAS UNARMED WEAPON IN HAND SNAP FORCED THE PANIC STRICKEN PASSENGERS BACK TO THEIR ROOMS SNAP REASSURED THEM GLIBLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0019_2436_Ludo_3.wav,I WAS GLAD ENOUGH TO GET AWAY I WOULD LIE DOWN FOR AN HOUR AND THEN GO TO ANITA'S STATEROOM I'D DEMAND THAT DOCTOR LUDO LET ME SEE HER I WENT TO THE STERN DECK WHERE MY CUBBY WAS LOCATED MY MIND WAS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0019_2436_Justus_2.wav,I WAS GLAD ENOUGH TO GET AWAY I WOULD LIE DOWN FOR AN HOUR AND THEN GO TO ANITA'S STATEROOM I'D DEMAND THAT DOCTOR JUSTUS LET ME SEE HER I WENT TO THE STERN DECK WHERE MY CUBBY WAS LOCATED MY MIND WAS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0031_2436_Ona_12.wav,MY TONGUE WAS THICK BUT IT MOVED YES I WAS SOON REVIVED I SAT UP WITH DOCTOR ONA VIGOROUSLY RUBBING ME I'M ALL RIGHT I TOLD THEM WHAT HAD HAPPENED
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0031_2436_Dafne_0.wav,MY TONGUE WAS THICK BUT IT MOVED YES I WAS SOON REVIVED I SAT UP WITH DOCTOR DAFNE VIGOROUSLY RUBBING ME I'M ALL RIGHT I TOLD THEM WHAT HAD HAPPENED
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0035_2436_Ludo_3.wav,DOCTOR LUDO GRIPPED ME THE CAPTAIN SAID GENTLY WE KNOW HOW YOU FEEL GREGG SHE TOLD US BEFORE SHE DIED I'LL BRING HIM IN HERE TO YOU BUT I'LL KILL HIM I TELL YOU NO YOU WON'T LAD
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2436-2481-0035_2436_Justus_2.wav,DOCTOR JUSTUS GRIPPED ME THE CAPTAIN SAID GENTLY WE KNOW HOW YOU FEEL GREGG SHE TOLD US BEFORE SHE DIED I'LL BRING HIM IN HERE TO YOU BUT I'LL KILL HIM I TELL YOU NO YOU WON'T LAD
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/5652-19215-0038_5652_Dafne_0.wav,THE FINE SPUN GALLANT COMPLIMENTS THE SONGS THE FIREWORKS THE DAFNE LAUGHTER THE DEVIL'S OWN ROW THE HUGE KNOTS OF RIBBON I REGRET THE BRIDE'S GARTER THE BRIDE'S GARTER IS COUSIN TO THE GIRDLE OF VENUS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/5652-19215-0038_5652_Débora_0.wav,THE FINE SPUN GALLANT COMPLIMENTS THE SONGS THE FIREWORKS THE DÉBORA LAUGHTER THE DEVIL'S OWN ROW THE HUGE KNOTS OF RIBBON I REGRET THE BRIDE'S GARTER THE BRIDE'S GARTER IS COUSIN TO THE GIRDLE OF VENUS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6415-111615-0005_6415_Nadir_0.wav,I FIND A MEMORANDUM OF IT IN MY SCRAP BOOK HUMORIST YOUNG AND UNTAMED LINEAL DESCENDENT OF NADIR FIELD FRANK STOCKTON AND FRANCOIS RABELAIS DESIRES TO RUN A COLUMN IN A PHILADELPHIA NEWSPAPER
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6415-111615-0005_6415_Griogair_0.wav,I FIND A MEMORANDUM OF IT IN MY SCRAP BOOK HUMORIST YOUNG AND UNTAMED LINEAL DESCENDENT OF GRIOGAIR FIELD FRANK STOCKTON AND FRANCOIS RABELAIS DESIRES TO RUN A COLUMN IN A PHILADELPHIA NEWSPAPER
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6415-111615-0018_6415_Dafne_0.wav,WITH ANYTHING BUT HUMILITY AND DESPAIR FRANK HARRIS ONCE SAID OF DAFNE WILDE IF ENGLAND INSISTS ON TREATING HER CRIMINALS LIKE THIS SHE DOESN'T DESERVE TO HAVE ANY SIMILARLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6415-111615-0018_6415_Aten_5.wav,WITH ANYTHING BUT HUMILITY AND DESPAIR FRANK HARRIS ONCE SAID OF ATEN WILDE IF ENGLAND INSISTS ON TREATING HER CRIMINALS LIKE THIS SHE DOESN'T DESERVE TO HAVE ANY SIMILARLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/8238-283452-0044_8238_Sherif_0.wav,SHERIF R STOCKTON GAVE HIS TO FUNNY SPOOKS WITH A RIOTOUS AND LAUGHING PEN THE SPIRIT IN HIS TRANSFERRED GHOST IS IMPUDENTLY DEATHLESS AND HAS CALLED UP A TRAIN OF SUBSEQUENT HAUNTERS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/8238-283452-0044_8238_Ildikó_1.wav,ILDIKÓ R STOCKTON GAVE HIS TO FUNNY SPOOKS WITH A RIOTOUS AND LAUGHING PEN THE SPIRIT IN HIS TRANSFERRED GHOST IS IMPUDENTLY DEATHLESS AND HAS CALLED UP A TRAIN OF SUBSEQUENT HAUNTERS
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0009_39_Léane_1.wav,AND MISTER AND MISSUS CHURCHILL HAVING NO CHILDREN OF THEIR OWN NOR ANY OTHER YOUNG CREATURE OF EQUAL KINDRED TO CARE FOR OFFERED TO TAKE THE WHOLE CHARGE OF THE LITTLE LÉANE SOON AFTER HER DECEASE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0009_39_Sevara_1.wav,AND MISTER AND MISSUS CHURCHILL HAVING NO CHILDREN OF THEIR OWN NOR ANY OTHER YOUNG CREATURE OF EQUAL KINDRED TO CARE FOR OFFERED TO TAKE THE WHOLE CHARGE OF THE LITTLE SEVARA SOON AFTER HER DECEASE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0019_39_Sky_2.wav,MISTER SKY CHURCHILL WAS ONE OF THE BOASTS OF HIGHBURY AND A LIVELY CURIOSITY TO SEE HIM PREVAILED
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0019_39_Gro_0.wav,MISTER GRO CHURCHILL WAS ONE OF THE BOASTS OF HIGHBURY AND A LIVELY CURIOSITY TO SEE HIM PREVAILED
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0021_39_Daniele_4.wav,EITHER WHEN MISSUS DANIELE DRANK TEA WITH MISSUS AND MISS BATES OR WHEN MISSUS AND MISS BATES RETURNED THE VISIT NOW WAS THE TIME FOR MISTER FRANK CHURCHILL TO COME AMONG THEM AND THE HOPE STRENGTHENED
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0021_39_Léane_1.wav,EITHER WHEN MISSUS LÉANE DRANK TEA WITH MISSUS AND MISS BATES OR WHEN MISSUS AND MISS BATES RETURNED THE VISIT NOW WAS THE TIME FOR MISTER FRANK CHURCHILL TO COME AMONG THEM AND THE HOPE STRENGTHENED
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0023_39_Fester_6.wav,I SUPPOSE YOU HAVE HEARD OF THE HANDSOME LETTER MISTER FESTER CHURCHILL HAS WRITTEN TO MISSUS WESTON
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/39-121915-0023_39_Gro_0.wav,I SUPPOSE YOU HAVE HEARD OF THE HANDSOME LETTER MISTER GRO CHURCHILL HAS WRITTEN TO MISSUS WESTON
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0002_7190_Maire_4.wav,AND HIS SOLUTION OF THE MYSTERIOUS BURGLARIES WHICH CAUSED SUCH SPECULATION FOR A TIME WAS NOT THE LEAST OF HIS ACHIEVEMENTS SIR JOSEPH MAYNARD THE EMINENT PHYSICIAN OF MAIRE STREET HAD GIVEN A SMALL DINNER PARTY ONE EVENING THE GUESTS LEFT EARLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0002_7190_Griogair_0.wav,AND HIS SOLUTION OF THE MYSTERIOUS BURGLARIES WHICH CAUSED SUCH SPECULATION FOR A TIME WAS NOT THE LEAST OF HIS ACHIEVEMENTS SIR JOSEPH MAYNARD THE EMINENT PHYSICIAN OF GRIOGAIR STREET HAD GIVEN A SMALL DINNER PARTY ONE EVENING THE GUESTS LEFT EARLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0003_7190_Kara_9.wav,AND SOON AFTER MIDNIGHT THE HOUSEHOLD HAD RETIRED NEITHER SIR KARA NOR LADY MAYNARD NOR ANY OF THE SERVANTS WERE DISTURBED DURING THE NIGHT BUT NEXT MORNING IT WAS FOUND THAT BURGLARS HAD ENTERED THEY HAD GOT IN BY A PASSAGE WINDOW AT THE BACK
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0003_7190_Griogair_0.wav,AND SOON AFTER MIDNIGHT THE HOUSEHOLD HAD RETIRED NEITHER SIR GRIOGAIR NOR LADY MAYNARD NOR ANY OF THE SERVANTS WERE DISTURBED DURING THE NIGHT BUT NEXT MORNING IT WAS FOUND THAT BURGLARS HAD ENTERED THEY HAD GOT IN BY A PASSAGE WINDOW AT THE BACK
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0009_7190_Fevzi_0.wav,THIS WAS THE OBVIOUS EXPLANATION BUT IT DID NOT SATISFY ME I QUESTIONED SIR FEVZI ABOUT HIS PAPERS HAD HE ANY DOCUMENT WHICH FOR PRIVATE OR PUBLIC REASONS SOMEONE MIGHT BE ANXIOUS TO OBTAIN HE SAID HE HAD NOT
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0009_7190_Vênus_0.wav,THIS WAS THE OBVIOUS EXPLANATION BUT IT DID NOT SATISFY ME I QUESTIONED SIR VÊNUS ABOUT HIS PAPERS HAD HE ANY DOCUMENT WHICH FOR PRIVATE OR PUBLIC REASONS SOMEONE MIGHT BE ANXIOUS TO OBTAIN HE SAID HE HAD NOT
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0023_7190_Elliott_2.wav,AMATEUR OR NOT WE HAVE TO DEAL WITH A VERY SMART MAN SO DON'T UNDERESTIMATE THE ENEMY WIGAN ASSUMING THIS TO BE THE WORK OF AN AMATEUR TO WHAT DEFINITE POINT DOES IT LEAD YOU TO THIS QUESTION I REPLIED DID SIR ELLIOTT MAYNARD BURGLE HIS OWN HOUSE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0023_7190_Hypatia_0.wav,AMATEUR OR NOT WE HAVE TO DEAL WITH A VERY SMART MAN SO DON'T UNDERESTIMATE THE ENEMY WIGAN ASSUMING THIS TO BE THE WORK OF AN AMATEUR TO WHAT DEFINITE POINT DOES IT LEAD YOU TO THIS QUESTION I REPLIED DID SIR HYPATIA MAYNARD BURGLE HIS OWN HOUSE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0028_7190_Gilles_2.wav,WHEN I QUESTIONED SIR GILLES ABOUT HIS PAPERS HIS MANNER SEEMED CURIOUS AS I HAVE SAID HE AT ONCE DECLARED THAT HE HAD NO PART IN ANY GOVERNMENT SECRET OR MYSTERIOUS SOCIETY GRATUITOUS INFORMATION YOU UNDERSTAND
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0028_7190_Hypatia_0.wav,WHEN I QUESTIONED SIR HYPATIA ABOUT HIS PAPERS HIS MANNER SEEMED CURIOUS AS I HAVE SAID HE AT ONCE DECLARED THAT HE HAD NO PART IN ANY GOVERNMENT SECRET OR MYSTERIOUS SOCIETY GRATUITOUS INFORMATION YOU UNDERSTAND
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0033_7190_Attila_5.wav,ASKED QUARLES NO THAT WOULD HAVE SCATTERED THEM MORE THEY WERE ROUND AND MIGHT HAVE FALLEN OVER AFTER HAVING BEEN PUT ONE UPON ANOTHER AS ONE GATHERS COPPERS TOGETHER WHEN COUNTING A NUMBER OF THEM SIR ATTILA PICKED THEM UP
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0033_7190_Sherif_0.wav,ASKED QUARLES NO THAT WOULD HAVE SCATTERED THEM MORE THEY WERE ROUND AND MIGHT HAVE FALLEN OVER AFTER HAVING BEEN PUT ONE UPON ANOTHER AS ONE GATHERS COPPERS TOGETHER WHEN COUNTING A NUMBER OF THEM SIR SHERIF PICKED THEM UP
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0046_7190_Hamide_0.wav,IF THE THIEF HAD NOT FOUND WHAT HE WANTED HE WOULD CONTINUE HIS SEARCH I ARGUED FOR SOME REASON HE CONNECTED SIR HAMIDE MAYNARD WITH THE OBJECT OF HIS SEARCH
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7190-90543-0046_7190_Amanda_12.wav,IF THE THIEF HAD NOT FOUND WHAT HE WANTED HE WOULD CONTINUE HIS SEARCH I ARGUED FOR SOME REASON HE CONNECTED SIR AMANDA MAYNARD WITH THE OBJECT OF HIS SEARCH
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/3723-171115-0002_3723_Layton_0.wav,ONE IN THE MEAN TIME HEROD'S AFFAIRS IN JUDEA WERE IN AN ILL STATE HE HAD LEFT HIS BROTHER LAYTON WITH FULL POWER BUT HAD CHARGED HIM TO MAKE NO ATTEMPTS AGAINST ANTIGONUS TILL HIS RETURN
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/3723-171115-0002_3723_Eeli_0.wav,ONE IN THE MEAN TIME HEROD'S AFFAIRS IN JUDEA WERE IN AN ILL STATE HE HAD LEFT HIS BROTHER EELI WITH FULL POWER BUT HAD CHARGED HIM TO MAKE NO ATTEMPTS AGAINST ANTIGONUS TILL HIS RETURN
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/426-122821-0025_426_Nadir_0.wav,WHEN I WAS HELPING AUNT MARY WITH THE DINNER DISHES I DROPPED A CHINA PLATE AND IT SMASHED THAT EVENING I FELL DOWNSTAIRS AND SPRAINED MY ANKLE AND HAD TO STAY IN BED FOR A WEEK I HEARD AUNT MARY TELL UNCLE NADIR IT WAS A MERCY OR I'D HAVE BROKEN EVERYTHING IN THE HOUSE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/426-122821-0025_426_Kara_9.wav,WHEN I WAS HELPING AUNT MARY WITH THE DINNER DISHES I DROPPED A CHINA PLATE AND IT SMASHED THAT EVENING I FELL DOWNSTAIRS AND SPRAINED MY ANKLE AND HAD TO STAY IN BED FOR A WEEK I HEARD AUNT MARY TELL UNCLE KARA IT WAS A MERCY OR I'D HAVE BROKEN EVERYTHING IN THE HOUSE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/426-122822-0019_426_Ausma_0.wav,ANNE PAID NO ATTENTION TO THE WRETCHED JOSEPH SHE LOOKED AT AUSMA PYE AND ANTHONY PYE LOOKED BACK UNABASHED AND UNASHAMED ANTHONY WAS IT YOU YES IT WAS SAID ANTHONY INSOLENTLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/426-122822-0019_426_Valérie_2.wav,ANNE PAID NO ATTENTION TO THE WRETCHED JOSEPH SHE LOOKED AT VALÉRIE PYE AND ANTHONY PYE LOOKED BACK UNABASHED AND UNASHAMED ANTHONY WAS IT YOU YES IT WAS SAID ANTHONY INSOLENTLY
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/4397-15666-0004_4397_Eeli_0.wav,THE BEGINNING OF THE OUTPOURING OF THE TREASURED WRATH OF THE LORD UPON THE GENTILES FOR THE KILLING OF EELI SMITH TO ME IT SEEMED A CORDIAL OUTPOURING OF NATURE'S LOVE BUT IT IS EASY TO DIFFER WITH SALT LATTER DAYS IN EVERYTHING STORMS WIVES
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/4397-15666-0004_4397_Kara_9.wav,THE BEGINNING OF THE OUTPOURING OF THE TREASURED WRATH OF THE LORD UPON THE GENTILES FOR THE KILLING OF KARA SMITH TO ME IT SEEMED A CORDIAL OUTPOURING OF NATURE'S LOVE BUT IT IS EASY TO DIFFER WITH SALT LATTER DAYS IN EVERYTHING STORMS WIVES
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6415-111615-0032_6415_Griogair_0.wav,TO PEER THROUGH THE FRONTAGE OF THE EXPERIENCE TO FIND SOME GLIMMER OF THE THOUGHTS EMOTIONS AND MEANINGS BEHIND AND IN THE LONG RUN SUCH A HABIT OF INQUIRY MUST BEAR FRUIT IN UNDERSTANDING AND SYMPATHY GRIOGAIR CONRAD
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6415-111615-0032_6415_Dafne_0.wav,TO PEER THROUGH THE FRONTAGE OF THE EXPERIENCE TO FIND SOME GLIMMER OF THE THOUGHTS EMOTIONS AND MEANINGS BEHIND AND IN THE LONG RUN SUCH A HABIT OF INQUIRY MUST BEAR FRUIT IN UNDERSTANDING AND SYMPATHY DAFNE CONRAD
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7278-91083-0012_7278_Gusta_5.wav,HAS A LITTLE PLANETARIUM ATTACHED AND NEARLY SIX THOUSAND TEETH IN WHEELS IT WAS MADE FOR GUSTA POTTS WHO PAID SIX HUNDRED AND FORTY DOLLARS FOR IT THE SPANISH MINISTER IN SEVENTEEN SEVENTY EIGHT OFFERED EIGHT HUNDRED FOR IT THAT HE MIGHT PRESENT IT TO HIS SOVEREIGN
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7278-91083-0012_7278_Vlad_1.wav,HAS A LITTLE PLANETARIUM ATTACHED AND NEARLY SIX THOUSAND TEETH IN WHEELS IT WAS MADE FOR VLAD POTTS WHO PAID SIX HUNDRED AND FORTY DOLLARS FOR IT THE SPANISH MINISTER IN SEVENTEEN SEVENTY EIGHT OFFERED EIGHT HUNDRED FOR IT THAT HE MIGHT PRESENT IT TO HIS SOVEREIGN
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7447-91187-0022_7447_Adriana_10.wav,ZWYNY A BOHEMIAN VIOLINIST WHO TAUGHT THE PIANO AND ADRIANA ELSNER A VIOLINIST ORGANIST AND THEORIST FROM ZWYNY AND ELSNER EVEN THE GREATEST DUNCE MUST LEARN SOMETHING HE IS QUOTED AS SAYING
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/7447-91187-0022_7447_Margarit_0.wav,ZWYNY A BOHEMIAN VIOLINIST WHO TAUGHT THE PIANO AND MARGARIT ELSNER A VIOLINIST ORGANIST AND THEORIST FROM ZWYNY AND ELSNER EVEN THE GREATEST DUNCE MUST LEARN SOMETHING HE IS QUOTED AS SAYING
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2007-149877-0004_2007_Jerónima_0.wav,HE LOVED FINE CLOTHES GOOD EATING AND PARTICULARLY THE COMPANY AND ACQUAINTANCESHIP OF SUCCESSFUL MEN WHEN DINING IT WAS A SOURCE OF KEEN SATISFACTION TO HIM TO KNOW THAT JERÓNIMA JEFFERSON WAS WONT TO COME TO THIS SAME PLACE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/2007-149877-0004_2007_Nikolas_5.wav,HE LOVED FINE CLOTHES GOOD EATING AND PARTICULARLY THE COMPANY AND ACQUAINTANCESHIP OF SUCCESSFUL MEN WHEN DINING IT WAS A SOURCE OF KEEN SATISFACTION TO HIM TO KNOW THAT NIKOLAS JEFFERSON WAS WONT TO COME TO THIS SAME PLACE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/4813-248638-0014_4813_Eeli_0.wav,EACH HAS THROUGH ITS OWN FAIR NAME DONE HONOR TO THE FAIR NAMES WHICH HAVE PRECEDED IT ONE OF THE VERY FIRST TO BE ATTRACTED BY THE LOFTY AND YET LOVELY APPEAL OF THIS REGION WAS GOVERNOR EELI HUTCHINSON
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/4813-248638-0014_4813_Gunda_5.wav,EACH HAS THROUGH ITS OWN FAIR NAME DONE HONOR TO THE FAIR NAMES WHICH HAVE PRECEDED IT ONE OF THE VERY FIRST TO BE ATTRACTED BY THE LOFTY AND YET LOVELY APPEAL OF THIS REGION WAS GOVERNOR GUNDA HUTCHINSON
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6064-300880-0000_6064_Magdaléna_0.wav,FIVE TIMES MISTER MAGDALÉNA HARMON VAINLY RANG THE BELL OF THE REMSEN MANSION WHILE ENGAGED UPON THE SIXTH VARIATION HE BECAME AWARE OF A FACE IN THE WINDOW SCRUTINIZING HIM ALL RIGHT CALLED THE FACE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6064-300880-0000_6064_Roman_21.wav,FIVE TIMES MISTER ROMAN HARMON VAINLY RANG THE BELL OF THE REMSEN MANSION WHILE ENGAGED UPON THE SIXTH VARIATION HE BECAME AWARE OF A FACE IN THE WINDOW SCRUTINIZING HIM ALL RIGHT CALLED THE FACE
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6064-300880-0027_6064_Spock_0.wav,FROM ITS WINDOW EMERGED A HEAVY PUFF OF SMOKE FROM ITS DOOR EMERGED MISTER SPOCK HARMON WHO ROLLED UPON THE PAVEMENT APPARENTLY STRANGLING MISTER MURPHY RUSHED TO HIS AID
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/6064-300880-0027_6064_Clifton_1.wav,FROM ITS WINDOW EMERGED A HEAVY PUFF OF SMOKE FROM ITS DOOR EMERGED MISTER CLIFTON HARMON WHO ROLLED UPON THE PAVEMENT APPARENTLY STRANGLING MISTER MURPHY RUSHED TO HIS AID
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/4195-186237-0008_4195_Christ_4.wav,FOR ANOTHER WILL WAS FOUND MADE BY MISTER CHRIST BRADLEY WHICH GAVE THE MONEY TO HIS OWN NEPHEW AFTER AUNT JANE DIED DID YOU EVER WONDERFUL SAID THE MAJOR WITH A SIGH SO I WAS RICH FOR HALF A DAY AND THEN POOR AS EVER IT DIDN'T HURT YOU DID IT
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/4195-186237-0008_4195_Era_26.wav,FOR ANOTHER WILL WAS FOUND MADE BY MISTER ERA BRADLEY WHICH GAVE THE MONEY TO HIS OWN NEPHEW AFTER AUNT JANE DIED DID YOU EVER WONDERFUL SAID THE MAJOR WITH A SIGH SO I WAS RICH FOR HALF A DAY AND THEN POOR AS EVER IT DIDN'T HURT YOU DID IT
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/5049-25947-0060_5049_Valérie_2.wav,LIEUTENANT VALÉRIE IS BADLY WOUNDED IN HERE AND WE CAN'T MOVE HIM
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/5049-25947-0060_5049_Baptist_0.wav,LIEUTENANT BAPTIST IS BADLY WOUNDED IN HERE AND WE CAN'T MOVE HIM
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/5049-25947-0102_5049_Haven_5.wav,AND ROOSEVELT WAS SO CLOSE TO ONE BULLET WHEN IT STRUCK A TREE THAT IT FILLED HIS EYES AND EARS WITH TINY SPLINTERS MAJOR BRODIE AND LIEUTENANT HAVEN WERE BOTH WOUNDED WITHIN A FEW FEET OF COLONEL WOOD
/home/g7/Desktop/names-dataset/Speech-dataset-generation/new_method_test/rvc_audios/5049-25947-0102_5049_Wina_0.wav,AND ROOSEVELT WAS SO CLOSE TO ONE BULLET WHEN IT STRUCK A TREE THAT IT FILLED HIS EYES AND EARS WITH TINY SPLINTERS MAJOR BRODIE AND LIEUTENANT WINA WERE BOTH WOUNDED WITHIN A FEW FEET OF COLONEL WOOD
