input,target
/home/g7/Desktop/names-dataset/vanilla_audio/3664-178355-0008_Belgin_1.wav,WHILE COMSTOCK WAS ARMED WITH A BELGIN RIFLE AND ALTHOUGH HE COULD FIRE A FEW SHOTS QUICKER THAN I COULD YET I WAS PRETTY CERTAIN THAT IT DID NOT CARRY POWDER AND LEAD ENOUGH TO DO EXECUTION EQUAL TO MY CALIBRE FIFTY AT LAST THE TIME CAME TO BEGIN THE MATCH
/home/g7/Desktop/names-dataset/vanilla_audio/200-126784-0008_Sky_4.wav,TURNING TO HIS YOUNGER AND EVIDENTLY FAVORITE SISTER AND TAPPING HER CHEEK DID YOU SEE BANNERS IN THE CLOUDS AND MISTAKE MISS PEYTON'S AEOLIAN HARP FOR REBELLIOUS MUSIC NAY SKY REJOINED THE MAID
/home/g7/Desktop/names-dataset/vanilla_audio/200-126784-0008_Aras_2.wav,TURNING TO HIS YOUNGER AND EVIDENTLY FAVORITE SISTER AND TAPPING HER CHEEK DID YOU SEE BANNERS IN THE CLOUDS AND MISTAKE MISS PEYTON'S AEOLIAN HARP FOR REBELLIOUS MUSIC NAY ARAS REJOINED THE MAID
/home/g7/Desktop/names-dataset/vanilla_audio/1455-134435-0055_Sky_2.wav,HENRY STRADER AN OLD MAN WHO HAD BEEN ON THE FARM SINCE SKY CAME INTO POSSESSION AND WHO BEFORE DAVID'S TIME HAD NEVER BEEN KNOWN TO MAKE A JOKE MADE THE SAME JOKE EVERY MORNING IT AMUSED DAVID SO THAT HE LAUGHED AND CLAPPED HIS HANDS
/home/g7/Desktop/names-dataset/vanilla_audio/1455-134435-0055_Christ_4.wav,HENRY STRADER AN OLD MAN WHO HAD BEEN ON THE FARM SINCE CHRIST CAME INTO POSSESSION AND WHO BEFORE DAVID'S TIME HAD NEVER BEEN KNOWN TO MAKE A JOKE MADE THE SAME JOKE EVERY MORNING IT AMUSED DAVID SO THAT HE LAUGHED AND CLAPPED HIS HANDS
/home/g7/Desktop/names-dataset/vanilla_audio/4137-11702-0002_Haven_5.wav,HAVEN SMALLNOSE A BOWMAN OF CONSIDERABLE PROMISE HAD BEEN LEFT BEHIND IN THE ENEMY'S COUNTRY THE ONE CASUALTY OF WAR WHILE SPYING OUT THE LAND IN THE EARLY DAYS OF THE INVASION
/home/g7/Desktop/names-dataset/vanilla_audio/4137-11702-0002_Aylen_0.wav,AYLEN SMALLNOSE A BOWMAN OF CONSIDERABLE PROMISE HAD BEEN LEFT BEHIND IN THE ENEMY'S COUNTRY THE ONE CASUALTY OF WAR WHILE SPYING OUT THE LAND IN THE EARLY DAYS OF THE INVASION
/home/g7/Desktop/names-dataset/vanilla_audio/4137-11702-0023_Lane_1.wav,NEATLY TIED UP WITH BLUE RIBBON FATHER HE PICKED OUT THE LEFT ONE FONS ET ORIGO IF HE HAD KNOWN ANY LATIN OF THE WAR AND HELD IT UP FOR HYACINTH'S INSPECTION THERE YOU CAN SEE THE PLACE WHERE LANE SMALLNOSE'S ARROW BENT IT
/home/g7/Desktop/names-dataset/vanilla_audio/4137-11702-0023_Débora_0.wav,NEATLY TIED UP WITH BLUE RIBBON FATHER HE PICKED OUT THE LEFT ONE FONS ET ORIGO IF HE HAD KNOWN ANY LATIN OF THE WAR AND HELD IT UP FOR HYACINTH'S INSPECTION THERE YOU CAN SEE THE PLACE WHERE DÉBORA SMALLNOSE'S ARROW BENT IT
/home/g7/Desktop/names-dataset/vanilla_audio/4137-11702-0024_Roman_21.wav,BY THE WAY HE ADDED ROMAN IS MARRYING AND SETTLING DOWN IN BARODIA IT IS CURIOUS HE WENT ON HOW AFTER A WAR ONE'S THOUGHTS TURN TO MATRIMONY HE GLANCED AT HIS DAUGHTER TO SEE HOW SHE WOULD TAKE THIS
/home/g7/Desktop/names-dataset/vanilla_audio/4137-11702-0024_Valérie_2.wav,BY THE WAY HE ADDED VALÉRIE IS MARRYING AND SETTLING DOWN IN BARODIA IT IS CURIOUS HE WENT ON HOW AFTER A WAR ONE'S THOUGHTS TURN TO MATRIMONY HE GLANCED AT HIS DAUGHTER TO SEE HOW SHE WOULD TAKE THIS
/home/g7/Desktop/names-dataset/vanilla_audio/3112-9554-0011_Margarit_0.wav,AN EYE FOR AN EYE EIGHTEEN SEVENTY NINE COUSIN MARGARIT EIGHTEEN SEVENTY NINE THACKERAY EIGHTEEN SEVENTY NINE THE DUKE'S CHILDREN EIGHTEEN EIGHTY LIFE OF CICERO
/home/g7/Desktop/names-dataset/vanilla_audio/3112-9554-0011_Sherif_0.wav,AN EYE FOR AN EYE EIGHTEEN SEVENTY NINE COUSIN SHERIF EIGHTEEN SEVENTY NINE THACKERAY EIGHTEEN SEVENTY NINE THE DUKE'S CHILDREN EIGHTEEN EIGHTY LIFE OF CICERO
/home/g7/Desktop/names-dataset/vanilla_audio/3112-9555-0017_Aureole_1.wav,THEN I WAS SENT TO A PRIVATE SCHOOL AT SUNBURY KEPT BY AUREOLE DRURY THIS I THINK MUST HAVE BEEN DONE IN ACCORDANCE WITH THE ADVICE OF HENRY DRURY WHO WAS MY TUTOR AT HARROW SCHOOL AND MY FATHER'S FRIEND
/home/g7/Desktop/names-dataset/vanilla_audio/3112-9555-0017_Vicente_0.wav,THEN I WAS SENT TO A PRIVATE SCHOOL AT SUNBURY KEPT BY VICENTE DRURY THIS I THINK MUST HAVE BEEN DONE IN ACCORDANCE WITH THE ADVICE OF HENRY DRURY WHO WAS MY TUTOR AT HARROW SCHOOL AND MY FATHER'S FRIEND
/home/g7/Desktop/names-dataset/vanilla_audio/6836-61803-0008_Ona_12.wav,FOR THE TESTIMONY OF GERALD HAS BEEN CONFIRMED BY A SUBSEQUENT EXAMINATION OF THE DEAD BODY THE SURGEON OF THE CANTONMENT HAS PRONOUNCED THE TWO DISTINCT AND THAT ONA POINDEXTER'S DEATH
/home/g7/Desktop/names-dataset/vanilla_audio/6836-61803-0008_Sherif_0.wav,FOR THE TESTIMONY OF GERALD HAS BEEN CONFIRMED BY A SUBSEQUENT EXAMINATION OF THE DEAD BODY THE SURGEON OF THE CANTONMENT HAS PRONOUNCED THE TWO DISTINCT AND THAT SHERIF POINDEXTER'S DEATH
/home/g7/Desktop/names-dataset/vanilla_audio/6836-61803-0036_Prem_0.wav,AND FATAL TO A FRIEND IT WAS SURE ENOUGH AND POOR PREM DROPPED FROM HIS HORSE
/home/g7/Desktop/names-dataset/vanilla_audio/6836-61803-0036_Ryszard_0.wav,AND FATAL TO A FRIEND IT WAS SURE ENOUGH AND POOR RYSZARD DROPPED FROM HIS HORSE
/home/g7/Desktop/names-dataset/vanilla_audio/6836-61803-0037_Amalaric_1.wav,EITHER ABOUT THE MURDER OR ITS MOTIVE AND THE PRISONER IS SPARED FURTHER DESCRIPTION OF THAT FIENDISH DEED THAT LEFT THE DEAD BODY OF AMALARIC POINDEXTER WITHOUT A HEAD
/home/g7/Desktop/names-dataset/vanilla_audio/6836-61803-0037_Léane_1.wav,EITHER ABOUT THE MURDER OR ITS MOTIVE AND THE PRISONER IS SPARED FURTHER DESCRIPTION OF THAT FIENDISH DEED THAT LEFT THE DEAD BODY OF LÉANE POINDEXTER WITHOUT A HEAD
/home/g7/Desktop/names-dataset/vanilla_audio/2007-149877-0005_Dafne_0.wav,OR THAT DAFNE E DIXIE A WELL KNOWN PERFORMER OF THE DAY WAS THEN ONLY A FEW TABLES OFF AT RECTOR'S HE COULD ALWAYS OBTAIN THIS SATISFACTION FOR THERE ONE COULD ENCOUNTER POLITICIANS BROKERS ACTORS
/home/g7/Desktop/names-dataset/vanilla_audio/2007-149877-0005_Carlotta_0.wav,OR THAT CARLOTTA E DIXIE A WELL KNOWN PERFORMER OF THE DAY WAS THEN ONLY A FEW TABLES OFF AT RECTOR'S HE COULD ALWAYS OBTAIN THIS SATISFACTION FOR THERE ONE COULD ENCOUNTER POLITICIANS BROKERS ACTORS
/home/g7/Desktop/names-dataset/vanilla_audio/5163-39921-0034_Griogair_0.wav,I HAVE COME UP TO SEE YOU ABOUT GRIOGAIR AND ROBERT MISTER CROPPER SHE SAID THEY ARE NOT BEHAVING WELL IN SCHOOL INDEED MISTER CROPPER'S VOICE EXPRESSED BLAND SURPRISE THAT IS STRANGE
/home/g7/Desktop/names-dataset/vanilla_audio/5163-39921-0034_Kara_9.wav,I HAVE COME UP TO SEE YOU ABOUT KARA AND ROBERT MISTER CROPPER SHE SAID THEY ARE NOT BEHAVING WELL IN SCHOOL INDEED MISTER CROPPER'S VOICE EXPRESSED BLAND SURPRISE THAT IS STRANGE
/home/g7/Desktop/names-dataset/vanilla_audio/5163-39921-0035_Cyan_2.wav,AS A RULE I DO NOT THINK CYAN AND ROBERT HAVE BEEN TROUBLESOME TO THEIR TEACHERS WHAT HAVE THEY BEEN DOING NOW THEY REFUSE TO OBEY MY ORDERS SAID ESTHER FAINTLY
/home/g7/Desktop/names-dataset/vanilla_audio/5163-39921-0035_Christ_4.wav,AS A RULE I DO NOT THINK CHRIST AND ROBERT HAVE BEEN TROUBLESOME TO THEIR TEACHERS WHAT HAVE THEY BEEN DOING NOW THEY REFUSE TO OBEY MY ORDERS SAID ESTHER FAINTLY
/home/g7/Desktop/names-dataset/vanilla_audio/5163-39921-0052_Dafne_0.wav,I ADMIT I WAS SOMEWHAT UNREASONABLE I'LL TALK TO DAFNE AND ROBERT AND SEE WHAT I CAN DO VERY WELL SAID ESTHER QUIETLY THE MATTER OF THE PLUMS ISN'T MY BUSINESS
/home/g7/Desktop/names-dataset/vanilla_audio/5163-39921-0052_Baptist_0.wav,I ADMIT I WAS SOMEWHAT UNREASONABLE I'LL TALK TO BAPTIST AND ROBERT AND SEE WHAT I CAN DO VERY WELL SAID ESTHER QUIETLY THE MATTER OF THE PLUMS ISN'T MY BUSINESS
/home/g7/Desktop/names-dataset/vanilla_audio/103-1240-0053_Elliott_2.wav,MISSUS RACHEL WOULD HAVE LIKED TO STAY UNTIL ELLIOTT CAME HOME WITH HIS IMPORTED ORPHAN BUT REFLECTING THAT IT WOULD BE A GOOD TWO HOURS AT LEAST BEFORE HIS ARRIVAL SHE CONCLUDED TO GO UP THE ROAD TO ROBERT BELL'S AND TELL THE NEWS IT WOULD CERTAINLY MAKE A SENSATION SECOND TO NONE
/home/g7/Desktop/names-dataset/vanilla_audio/103-1240-0053_Mamie_3.wav,MISSUS RACHEL WOULD HAVE LIKED TO STAY UNTIL MAMIE CAME HOME WITH HIS IMPORTED ORPHAN BUT REFLECTING THAT IT WOULD BE A GOOD TWO HOURS AT LEAST BEFORE HIS ARRIVAL SHE CONCLUDED TO GO UP THE ROAD TO ROBERT BELL'S AND TELL THE NEWS IT WOULD CERTAINLY MAKE A SENSATION SECOND TO NONE
/home/g7/Desktop/names-dataset/vanilla_audio/8095-274345-0028_Ausma_0.wav,AS BY THE HARDSHIPS WHICH SOME OF THEM HAD UNDERGONE IN PROSECUTION OF THEM AMONG THESE WE MAY MENTION THE NAMES OF SIR EDWARD COKE SIR AUSMA SANDYS SIR ROBERT PHILIPS SIR FRANCIS SEYMOUR
/home/g7/Desktop/names-dataset/vanilla_audio/8095-274345-0028_Adriana_10.wav,AS BY THE HARDSHIPS WHICH SOME OF THEM HAD UNDERGONE IN PROSECUTION OF THEM AMONG THESE WE MAY MENTION THE NAMES OF SIR EDWARD COKE SIR ADRIANA SANDYS SIR ROBERT PHILIPS SIR FRANCIS SEYMOUR
/home/g7/Desktop/names-dataset/vanilla_audio/3526-175658-0029_Jerónima_0.wav,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED JERÓNIMA COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL
/home/g7/Desktop/names-dataset/vanilla_audio/3526-175658-0029_Vênus_0.wav,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED VÊNUS COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL
/home/g7/Desktop/names-dataset/vanilla_audio/2391-145015-0027_Ludo_3.wav,THE FAMILY LIVED IN CLOSE INTIMACY WITH TWO COUSINS LUDO AND JANE COOPER THE CHILDREN OF MISSUS AUSTEN'S ELDEST SISTER AND DOCTOR COOPER THE VICAR OF SONNING NEAR READING THE COOPERS LIVED FOR SOME YEARS AT BATH
/home/g7/Desktop/names-dataset/vanilla_audio/2391-145015-0027_Sherif_0.wav,THE FAMILY LIVED IN CLOSE INTIMACY WITH TWO COUSINS SHERIF AND JANE COOPER THE CHILDREN OF MISSUS AUSTEN'S ELDEST SISTER AND DOCTOR COOPER THE VICAR OF SONNING NEAR READING THE COOPERS LIVED FOR SOME YEARS AT BATH
/home/g7/Desktop/names-dataset/vanilla_audio/2391-145015-0029_Halo_5.wav,AFTER THE DEATH OF THEIR OWN PARENTS THE TWO YOUNG COOPERS PAID LONG VISITS AT STEVENTON HALO COOPER DID NOT LIVE UNDISTINGUISHED
/home/g7/Desktop/names-dataset/vanilla_audio/2391-145015-0029_Cyan_2.wav,AFTER THE DEATH OF THEIR OWN PARENTS THE TWO YOUNG COOPERS PAID LONG VISITS AT STEVENTON CYAN COOPER DID NOT LIVE UNDISTINGUISHED
/home/g7/Desktop/names-dataset/vanilla_audio/3857-180923-0018_Ciarán_0.wav,CORPORAL CIARÁN C HOPSON A GRADUATE OF TRINITY IN EIGHTEEN SIXTY FOUR WAS KILLED AT CEDAR CREEK SERGEANT GARWOOD R MERWIN WHO HAD BEEN A MEMBER OF THE CLASS OF EIGHTEEN SIXTY FOUR AT YALE
/home/g7/Desktop/names-dataset/vanilla_audio/3857-180923-0018_Spock_0.wav,CORPORAL SPOCK C HOPSON A GRADUATE OF TRINITY IN EIGHTEEN SIXTY FOUR WAS KILLED AT CEDAR CREEK SERGEANT GARWOOD R MERWIN WHO HAD BEEN A MEMBER OF THE CLASS OF EIGHTEEN SIXTY FOUR AT YALE
/home/g7/Desktop/names-dataset/vanilla_audio/7226-86965-0026_Maire_4.wav,AND ECONOMISTS LIKE EDWARD ATKINSON AND HYGIENISTS LIKE THE LATE DIO MAIRE ASSIDUOUSLY EXPLAIN TO THE METROPOLITAN POOR THEIR PROCESSES OF MAKING A TEMPTING MEAL OUT OF NOTHING
/home/g7/Desktop/names-dataset/vanilla_audio/7226-86965-0026_Vicente_0.wav,AND ECONOMISTS LIKE EDWARD ATKINSON AND HYGIENISTS LIKE THE LATE DIO VICENTE ASSIDUOUSLY EXPLAIN TO THE METROPOLITAN POOR THEIR PROCESSES OF MAKING A TEMPTING MEAL OUT OF NOTHING
/home/g7/Desktop/names-dataset/vanilla_audio/8051-118101-0035_Fester_6.wav,RATHER SMART BLACK WELL MADE AND WELL CALCULATED FOR A CANADIAN HE WAS PROMPTED TO ESCAPE PURELY FROM THE DESIRE TO BE FREE HE FLED FROM A VERY INSULTING MAN BY THE NAME OF FESTER SCHRINER FROM THE NEIGHBORHOOD OF SAIRSVILLE MILLS
/home/g7/Desktop/names-dataset/vanilla_audio/8051-118101-0035_Charisma_5.wav,RATHER SMART BLACK WELL MADE AND WELL CALCULATED FOR A CANADIAN HE WAS PROMPTED TO ESCAPE PURELY FROM THE DESIRE TO BE FREE HE FLED FROM A VERY INSULTING MAN BY THE NAME OF CHARISMA SCHRINER FROM THE NEIGHBORHOOD OF SAIRSVILLE MILLS
/home/g7/Desktop/names-dataset/vanilla_audio/7302-86815-0046_Christ_4.wav,AND COLD AS A STATUE CHRIST SAID VILLEFORT FIXING AN IMPERIOUS GLANCE ON THE CHILD GO AND PLAY IN THE DRAWING ROOM MY DEAR I WISH TO SPEAK TO YOUR MAMMA
/home/g7/Desktop/names-dataset/vanilla_audio/7302-86815-0046_Robin_1.wav,AND COLD AS A STATUE ROBIN SAID VILLEFORT FIXING AN IMPERIOUS GLANCE ON THE CHILD GO AND PLAY IN THE DRAWING ROOM MY DEAR I WISH TO SPEAK TO YOUR MAMMA
/home/g7/Desktop/names-dataset/vanilla_audio/7302-86815-0047_Débora_0.wav,MADAME DE VILLEFORT SHUDDERED AT THE SIGHT OF THAT COLD COUNTENANCE THAT RESOLUTE TONE AND THE AWFULLY STRANGE PRELIMINARIES DÉBORA RAISED HIS HEAD LOOKED AT HIS MOTHER
/home/g7/Desktop/names-dataset/vanilla_audio/7302-86815-0047_İslam_4.wav,MADAME DE VILLEFORT SHUDDERED AT THE SIGHT OF THAT COLD COUNTENANCE THAT RESOLUTE TONE AND THE AWFULLY STRANGE PRELIMINARIES İSLAM RAISED HIS HEAD LOOKED AT HIS MOTHER
/home/g7/Desktop/names-dataset/vanilla_audio/7302-86815-0049_Fay_0.wav,HIS FATHER WENT UP TO HIM TOOK HIM IN HIS ARMS AND KISSED HIS FOREHEAD GO HE SAID GO MY CHILD FAY RAN OUT
/home/g7/Desktop/names-dataset/vanilla_audio/7302-86815-0049_Gilles_2.wav,HIS FATHER WENT UP TO HIM TOOK HIM IN HIS ARMS AND KISSED HIS FOREHEAD GO HE SAID GO MY CHILD GILLES RAN OUT
/home/g7/Desktop/names-dataset/vanilla_audio/103-1241-0002_Mamie_3.wav,MAMIE ENJOYED THE DRIVE AFTER HIS OWN FASHION EXCEPT DURING THE MOMENTS WHEN HE MET WOMEN AND HAD TO NOD TO THEM FOR IN PRINCE EDWARD ISLAND YOU ARE SUPPOSED TO NOD TO ALL AND SUNDRY YOU MEET ON THE ROAD WHETHER YOU KNOW THEM OR NOT MATTHEW DREADED ALL WOMEN EXCEPT MARILLA AND MISSUS RACHEL
/home/g7/Desktop/names-dataset/vanilla_audio/103-1241-0002_Jesper_0.wav,JESPER ENJOYED THE DRIVE AFTER HIS OWN FASHION EXCEPT DURING THE MOMENTS WHEN HE MET WOMEN AND HAD TO NOD TO THEM FOR IN PRINCE EDWARD ISLAND YOU ARE SUPPOSED TO NOD TO ALL AND SUNDRY YOU MEET ON THE ROAD WHETHER YOU KNOW THEM OR NOT MATTHEW DREADED ALL WOMEN EXCEPT MARILLA AND MISSUS RACHEL
/home/g7/Desktop/names-dataset/vanilla_audio/103-1241-0037_Belgin_1.wav,OH THERE ARE A LOT MORE CHERRY TREES ALL IN BLOOM THIS ISLAND IS THE BLOOMIEST PLACE I JUST LOVE IT ALREADY AND I'M SO GLAD I'M GOING TO LIVE HERE I'VE ALWAYS HEARD THAT PRINCE BELGIN ISLAND WAS THE PRETTIEST PLACE IN THE WORLD
/home/g7/Desktop/names-dataset/vanilla_audio/103-1241-0037_Hediye_1.wav,OH THERE ARE A LOT MORE CHERRY TREES ALL IN BLOOM THIS ISLAND IS THE BLOOMIEST PLACE I JUST LOVE IT ALREADY AND I'M SO GLAD I'M GOING TO LIVE HERE I'VE ALWAYS HEARD THAT PRINCE HEDIYE ISLAND WAS THE PRETTIEST PLACE IN THE WORLD
/home/g7/Desktop/names-dataset/vanilla_audio/1737-142397-0012_Aras_2.wav,DO SHOUTED ARAS VALIANTLY I SHOULD I SHOULD I SHOULD
/home/g7/Desktop/names-dataset/vanilla_audio/1737-142397-0012_Eeli_0.wav,DO SHOUTED EELI VALIANTLY I SHOULD I SHOULD I SHOULD
/home/g7/Desktop/names-dataset/vanilla_audio/696-92939-0036_Trine_1.wav,AND IN MISS CAVELL'S HOME TOWN EVERY ELIGIBLE MAN WAS SWORN INTO THE ARMY A BITTER DENUNCIATION OF THE GERMAN ACT WAS MADE BY SIR TRINE GREY THE GERMANS THEMSELVES HAD ONLY A POOR EXCUSE FOR WHAT THEY HAD DONE
/home/g7/Desktop/names-dataset/vanilla_audio/696-92939-0036_Ariella_0.wav,AND IN MISS CAVELL'S HOME TOWN EVERY ELIGIBLE MAN WAS SWORN INTO THE ARMY A BITTER DENUNCIATION OF THE GERMAN ACT WAS MADE BY SIR ARIELLA GREY THE GERMANS THEMSELVES HAD ONLY A POOR EXCUSE FOR WHAT THEY HAD DONE
/home/g7/Desktop/names-dataset/vanilla_audio/198-126831-0019_Elvio_1.wav,I THINK THERE IS SUCH A PLACE IN SPITE OF UNCLE ELVIO SAID THE STORY GIRL DREAMILY AND I THINK THERE IS A WAY OF GETTING THERE TOO IF WE COULD ONLY FIND IT
/home/g7/Desktop/names-dataset/vanilla_audio/198-126831-0019_Sky_2.wav,I THINK THERE IS SUCH A PLACE IN SPITE OF UNCLE SKY SAID THE STORY GIRL DREAMILY AND I THINK THERE IS A WAY OF GETTING THERE TOO IF WE COULD ONLY FIND IT
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0010_Robin_1.wav,I AM AFRAID IT IS BUT TOO TRUE SAID MARIANNE BUT WHY SHOULD YOU BOAST OF IT I SUSPECT SAID ELINOR THAT TO AVOID ONE KIND OF AFFECTATION ROBIN HERE FALLS INTO ANOTHER BECAUSE HE BELIEVES MANY PEOPLE PRETEND TO MORE ADMIRATION OF THE BEAUTIES OF NATURE THAN THEY REALLY FEEL
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0010_Margarit_0.wav,I AM AFRAID IT IS BUT TOO TRUE SAID MARIANNE BUT WHY SHOULD YOU BOAST OF IT I SUSPECT SAID ELINOR THAT TO AVOID ONE KIND OF AFFECTATION MARGARIT HERE FALLS INTO ANOTHER BECAUSE HE BELIEVES MANY PEOPLE PRETEND TO MORE ADMIRATION OF THE BEAUTIES OF NATURE THAN THEY REALLY FEEL
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0013_Valérie_2.wav,BECAUSE I COULD FIND NO LANGUAGE TO DESCRIBE THEM IN BUT WHAT WAS WORN AND HACKNEYED OUT OF ALL SENSE AND MEANING I AM CONVINCED SAID VALÉRIE THAT YOU REALLY FEEL ALL THE DELIGHT IN A FINE PROSPECT WHICH YOU PROFESS TO FEEL
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0013_Orion_1.wav,BECAUSE I COULD FIND NO LANGUAGE TO DESCRIBE THEM IN BUT WHAT WAS WORN AND HACKNEYED OUT OF ALL SENSE AND MEANING I AM CONVINCED SAID ORION THAT YOU REALLY FEEL ALL THE DELIGHT IN A FINE PROSPECT WHICH YOU PROFESS TO FEEL
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0016_Lane_1.wav,MARIANNE LOOKED WITH AMAZEMENT AT LANE WITH COMPASSION AT HER SISTER
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0016_Ildikó_1.wav,MARIANNE LOOKED WITH AMAZEMENT AT ILDIKÓ WITH COMPASSION AT HER SISTER
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0017_Ildikó_1.wav,TILL A NEW OBJECT SUDDENLY ENGAGED HER ATTENTION SHE WAS SITTING BY ILDIKÓ AND IN TAKING HIS TEA FROM MISSUS DASHWOOD HIS HAND PASSED SO DIRECTLY BEFORE HER AS TO MAKE A RING WITH A PLAIT OF HAIR IN THE CENTRE VERY CONSPICUOUS ON ONE OF HIS FINGERS
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0017_Halo_5.wav,TILL A NEW OBJECT SUDDENLY ENGAGED HER ATTENTION SHE WAS SITTING BY HALO AND IN TAKING HIS TEA FROM MISSUS DASHWOOD HIS HAND PASSED SO DIRECTLY BEFORE HER AS TO MAKE A RING WITH A PLAIT OF HAIR IN THE CENTRE VERY CONSPICUOUS ON ONE OF HIS FINGERS
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0018_Maddi_2.wav,BUT I SHOULD HAVE THOUGHT HER HAIR HAD BEEN DARKER MARIANNE SPOKE INCONSIDERATELY WHAT SHE REALLY FELT BUT WHEN SHE SAW HOW MUCH SHE HAD PAINED MADDI HER OWN VEXATION AT HER WANT OF THOUGHT COULD NOT BE SURPASSED BY HIS
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0018_Hamide_0.wav,BUT I SHOULD HAVE THOUGHT HER HAIR HAD BEEN DARKER MARIANNE SPOKE INCONSIDERATELY WHAT SHE REALLY FELT BUT WHEN SHE SAW HOW MUCH SHE HAD PAINED HAMIDE HER OWN VEXATION AT HER WANT OF THOUGHT COULD NOT BE SURPASSED BY HIS
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0030_Baptist_0.wav,BAPTIST SAW ENOUGH TO COMPREHEND NOT ONLY THE MEANING OF OTHERS BUT SUCH OF MARIANNE'S EXPRESSIONS AS HAD PUZZLED HIM BEFORE AND WHEN THEIR VISITORS LEFT THEM HE WENT IMMEDIATELY ROUND HER AND SAID IN A WHISPER I HAVE BEEN GUESSING SHALL I TELL YOU MY GUESS
/home/g7/Desktop/names-dataset/vanilla_audio/198-129977-0030_Paloma_8.wav,PALOMA SAW ENOUGH TO COMPREHEND NOT ONLY THE MEANING OF OTHERS BUT SUCH OF MARIANNE'S EXPRESSIONS AS HAD PUZZLED HIM BEFORE AND WHEN THEIR VISITORS LEFT THEM HE WENT IMMEDIATELY ROUND HER AND SAID IN A WHISPER I HAVE BEEN GUESSING SHALL I TELL YOU MY GUESS
/home/g7/Desktop/names-dataset/vanilla_audio/6272-70171-0032_Hediye_1.wav,THAT STOOD ON THEIR HIND LEGS AS OFTEN AS THAT POSITION WAS COMPATIBLE WITH THE NECESSITY THEY WERE UNDER OF GETTING ON FOR THEY EVIDENTLY UNDERSTOOD THAT THEY WERE GUIDED BY A FIRM HAND HEDIYE WAS DELIGHTED WITH THEIR BEHAVIOR
/home/g7/Desktop/names-dataset/vanilla_audio/6272-70171-0032_Karin_5.wav,THAT STOOD ON THEIR HIND LEGS AS OFTEN AS THAT POSITION WAS COMPATIBLE WITH THE NECESSITY THEY WERE UNDER OF GETTING ON FOR THEY EVIDENTLY UNDERSTOOD THAT THEY WERE GUIDED BY A FIRM HAND KARIN WAS DELIGHTED WITH THEIR BEHAVIOR
/home/g7/Desktop/names-dataset/vanilla_audio/289-121652-0020_Fevzi_0.wav,BUT THE REST OF THE STORY IS UNSUPPORTED BY ANY EVIDENCE WHATEVER IN FACT ALL THAT MISTER ELIOT KNEW OF IT WAS THE STATEMENT OF THE LATE FEVZI A CROWNINSHIELD OF BOSTON THAT HE HAD SEEN FLEET'S EDITION IN THE LIBRARY OF THE AMERICAN ANTIQUARIAN SOCIETY
/home/g7/Desktop/names-dataset/vanilla_audio/289-121652-0020_Gottfried_1.wav,BUT THE REST OF THE STORY IS UNSUPPORTED BY ANY EVIDENCE WHATEVER IN FACT ALL THAT MISTER ELIOT KNEW OF IT WAS THE STATEMENT OF THE LATE GOTTFRIED A CROWNINSHIELD OF BOSTON THAT HE HAD SEEN FLEET'S EDITION IN THE LIBRARY OF THE AMERICAN ANTIQUARIAN SOCIETY
/home/g7/Desktop/names-dataset/vanilla_audio/1334-135589-0005_Perlita_0.wav,CONDE IS JUST NOW RELEASED FROM VINCENNES BUT DEPEND UPON IT HE WILL BE IN ARMS VERY SOON AS SOON AS HE WAS FURNISHED WITH THE NECESSARY CREDENTIALS FROM THE KING PERLITA PRESENTED HIMSELF AT THE LEVEE OF THE PRINCE OF CONDE
/home/g7/Desktop/names-dataset/vanilla_audio/1334-135589-0005_Wilt_0.wav,CONDE IS JUST NOW RELEASED FROM VINCENNES BUT DEPEND UPON IT HE WILL BE IN ARMS VERY SOON AS SOON AS HE WAS FURNISHED WITH THE NECESSARY CREDENTIALS FROM THE KING WILT PRESENTED HIMSELF AT THE LEVEE OF THE PRINCE OF CONDE
